"PATIENT_ID","SEX","AGE","ETHNICITY","PRIMARY_SITE","HISTOLOGY","TMB","CANCER_TYPE","MUTATION_RATE","ic50_AKTinhibitorVIII","ic50_Avagacestat","ic50_CP724714","ic50_GenentechCpd10","ic50_GW2580","ic50_Pelitinib","ic50_Quizartinib","ic50_Ruxolitinib","ic50_WZ3105","ic50_ZSTK474"
"EMCBAC1_LUNG",NA,NA,NA,"Na","",14.7666666667,"Non-Small Cell Lung Cancer",NA,4.42986451469915,98.2099957603055,15.8303027691705,5.43916741259879,154.539696714707,0.23670988538122,8.51571261513124,28.2966663247929,0.446684388386579,3.31324476248927
"EMCBAC2_LUNG",NA,NA,NA,"Na","",5.63333333333,"Non-Small Cell Lung Cancer",NA,28.4380205045396,196.953763865303,90.3563231818501,16.4530850391213,363.562055846516,0.766190841448221,16.2776988125013,88.7195259665702,0.444016302447444,2.1265926414773
"EN_ENDOMETRIUM","Female",50,"Asian","Endometrium","Carcinoma",198.833333333,"Endometrial Cancer",1022.278488,9.0358861597155,289.100101467671,139.970543933917,8.98095298738282,376.367853910277,54.2615026304635,8.45537217741728,90.2679978958833,0.501589110213385,3.30022286156597
"EOL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","Male",33,"Caucasian","Haematopoietic_And_Lymphoid_Tissue","Haematopoietic_Neoplasm",12.3,"Leukemia",93.78945683,3.68827917116495,77.8455705949154,12.911624117427,3.8682685351989,81.2074506717932,2.50706814325147,NA,21.2924808786388,0.260774299147294,4.4168686729946
"EPLC272H_LUNG","Male",57,"Caucasian","Lung","Carcinoma",13.9333333333,"Non-Small Cell Lung Cancer",144.8513809,7.09892241504656,114.654241061746,56.2931579870812,1.64125304183834,103.690448090025,0.775501780833524,15.3552740294214,41.8994625551598,0.0900284992899913,0.754622239485337
"ES1_BONE",NA,NA,NA,"Na","",5.83333333333,"Bone Cancer",NA,0.636305172340442,113.089891220677,119.77631959609,3.91441541888024,176.070414955512,27.1482883447419,4.97040835143539,52.933266629704,0.122586178301026,0.414644397322265
"ES2_OVARY","Female",47,"Caucasian","Ovary","Carcinoma",19.9333333333,"Ovarian Cancer",317.8007086,12.3967085765344,99.4402538505118,41.8316822082791,12.0203734779352,139.635855233962,7.53694554641685,8.67335775386411,50.6297323714479,1.64256821218026,13.6858164373413
"ES3_BONE",NA,NA,NA,"Na","",5.43333333333,"Bone Cancer",NA,3.00600513626405,116.077143471653,14.694907423689,0.99867487874955,107.976110113227,0.689534876997847,0.682078858175324,21.8081335754084,0.101526442214471,1.25736592873553
"ES4_BONE",NA,NA,NA,"Na","",5.1,"Bone Cancer",NA,2.4365083248003,31.5780102439144,15.213025474479,5.07130915374528,301.3902690987,0.300354450524953,10.6244717932686,83.8583444738057,0.24679728199445,0.378971225100387
"ES5_BONE",NA,NA,NA,"Na","",5.63333333333,"Bone Cancer",NA,0.627061284939854,175.361577587804,85.6740517748517,0.45586571385395,173.57816210718,2.41335042527329,2.81089798525169,36.3068707420232,0.145918066960384,0.14379379281934
"ES6_BONE",NA,NA,NA,"Na","",5.53333333333,"Bone Cancer",NA,1.79460330945754,177.518175347985,102.1780622868,2.54804653274003,249.164170877147,11.8138668701422,14.5471922138165,16.5531431132545,0.708975718902843,0.405860814331842
"ES7_BONE",NA,NA,NA,"Na","",5.2,"Bone Cancer",NA,0.615375886696798,129.416773647615,25.8560082134523,0.349821239240671,180.699964294012,0.370018601604809,0.946083923316386,19.9023337754003,0.0732538113761275,0.0685587662528264
"ES8_BONE",NA,NA,NA,"Na","",5.33333333333,"Bone Cancer",NA,3.34862227482632,19.2541572797183,51.2595529667738,0.31113822878557,157.662551648145,3.44445606206218,2.49713980770359,48.5680545016738,0.0519564713696802,0.605872930829289
"ESO26_OESOPHAGUS",NA,NA,NA,"Na","",8.46666666667,"Esophagogastric Cancer",NA,2.65456818690686,105.196917653217,3.15636484527078,1.64566572763536,237.823784933175,0.11307884050135,9.23239966409337,36.2789252119617,0.191115561473892,1.72211984502866
"ESO51_OESOPHAGUS",NA,NA,NA,"Na","",10.6,"Esophagogastric Cancer",NA,33.873838812007,339.579470293692,154.984482654304,94.9585043631563,501.225951293251,68.7144148250834,36.1654050393737,166.066946628737,1.46827317589177,2.56714400789018
"ESS1_ENDOMETRIUM","Female",76,"Caucasian","Endometrium","Carcinoma",36.1666666667,"Uterine Sarcoma",369.3726971,5.46056901757601,82.291020927539,66.097835468151,12.2568626934545,184.582035220307,9.7381386919158,3.8177910645081,35.8771642576675,1.58077305073319,6.52471321161554
"ETK1_BILIARY_TRACT",NA,NA,NA,"Na","",10.6333333333,"Hepatobiliary Cancer",NA,24.6041468531983,182.193261489341,37.5898850658906,10.9991610312136,351.092246683082,2.03008974208459,16.7644236305793,71.4830243619625,1.41876815692744,3.15979135967581
"EVSAT_BREAST","Female",NA,"Caucasian","Breast","Carcinoma",18.0333333333,"Breast Cancer",NA,1.49533610354571,87.1351184938687,71.4403617324805,7.25415929334537,59.9741118532488,23.7074181197529,5.68370324477199,44.6295858961654,0.715047002990897,0.551627102463353
"EW1_BONE",NA,NA,NA,"Na","",5.16666666667,"Bone Cancer",NA,0.667357763369066,96.7324577282529,25.6823503714099,0.383315066514209,196.232857003769,0.789499562053766,1.83723366981036,34.3773528434741,0.054713489017537,0.143584437815358
"EW11_BONE",NA,NA,NA,"Na","",6.76666666667,"Bone Cancer",NA,1.2810960492471,275.327693228279,263.121788727204,2.93020093741486,537.749586928658,3.21951265911144,5.60758418371785,126.065674833977,0.138723713022262,0.203475840713441
"EW12_BONE",NA,NA,NA,"Na","",4.56666666667,"Bone Cancer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EW13_BONE",NA,NA,NA,"Na","",5.66666666667,"Bone Cancer",NA,1.90519430356612,64.4154814882402,166.303428110459,1.20944914030268,122.667690998843,1.17831328925205,7.884044234958,65.3378826149695,1.05112182647875,0.608954942531687
"EW16_BONE",NA,NA,NA,"Na","",4.5,"Bone Cancer",NA,7.14653768811738,84.8198843016595,65.4713079430668,12.5782609192124,279.259093100699,2.59980645013317,9.12741023560768,72.0185698251435,0.264149248592533,0.977028945948537
"EW18_BONE",NA,NA,NA,"Na","",5.56666666667,"Bone Cancer",NA,1.12793440523771,47.6175313927721,128.003934278751,0.546974005296089,327.015967506435,1.71913799585581,5.84171255750497,70.4062473504356,0.0622156937480618,0.214979199939922
"EW22_BONE",NA,NA,NA,"Na","",3.7,"Bone Cancer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EW24_BONE",NA,NA,NA,"Na","",5.13333333333,"Bone Cancer",NA,12.0497871996422,116.232093709875,116.647900497667,116.62842192479,222.578311170579,0.190898959263845,11.662376772653,54.3625773076747,6.55491401721526,70.7236479498285
"EW3_BONE",NA,NA,NA,"Na","",5.03333333333,"Bone Cancer",NA,4.08993877293452,51.2765739636879,196.612345351204,6.52021271235033,386.889839479185,3.83937272349681,2.87433113934957,97.925403495712,0.100355941271159,1.28805844087116
"EW7_BONE",NA,NA,NA,"Na","",9.13333333333,"Bone Cancer",NA,1.75517400473475,27.9375315030751,49.5226925560023,0.597740240402448,79.6695137442214,2.38050821356655,0.784870926154452,44.3714391469484,0.141024872986751,0.377687177024585
"FADU_UPPER_AERODIGESTIVE_TRACT","Male",56,"Caucasian","Upper_Aerodigestive_Tract","Carcinoma",16.1666666667,"Head and Neck Cancer",193.3167422,43.1165537027033,124.565041353411,38.7356746113859,12.9360501623504,232.167710362248,2.91243936560875,12.5871065455119,64.1409496468724,2.89306935763075,10.9340634122142
"FARAGE_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,NA,NA,"Na","",37.7,"Mature B-Cell Neoplasms",NA,1.52336392790467,67.6251530242787,35.6278273624637,2.8159537101395,146.72043891234,0.75968454821845,4.35232854682347,38.1636693909133,0.144059625375471,0.0591372656991599
"FLO1_OESOPHAGUS",NA,NA,NA,"Na","",8.93333333333,"Esophagogastric Cancer",NA,24.7140275639845,230.934472165373,128.794872101352,11.582878310218,633.085193515188,3.01677083684997,18.0360764627229,132.078441516459,0.209835791370197,1.83082923848048
"FTC133_THYROID","Male",42,"Caucasian","Thyroid","Carcinoma",25.1666666667,"Thyroid Cancer",371.3529985,205.581798301487,191.029143466275,54.5516522201971,205.581798301487,258.07571219723,98.6128916480914,20.292979727408,105.199968408065,35.5930715665453,93.7444065871305
"FU97_STOMACH","Female",66,"Asian","Stomach","Carcinoma",15.3666666667,"Esophagogastric Cancer",194.2359967,5.96205368652616,137.366288953269,71.385373827007,34.01521756754,128.362975901717,11.9023159639378,5.21567753272769,59.2418963383191,1.62867369573447,1.28643522283129
"FUOV1_OVARY","Female",65,"Asian","Ovary","Carcinoma",10.8666666667,"Ovarian Cancer",168.063347,28.678508227621,221.932881372594,124.003773922404,5.49157445290935,597.546437230554,3.18569348494506,13.2184026654292,141.018205631914,3.15184501368029,0.392894166428231
"G292CLONEA141B1_BONE","Female",9,"Caucasian","Bone","Osteosarcoma",4.23333333333,"Bone Cancer",71.10858281,61.7337633973836,360.25964226365,434.478299567399,50.2929546150437,935.364226038161,35.3176910044899,19.0412942049078,185.804863122287,3.80104108900505,1.20001733197242
"G361_SKIN","Male",31,"Caucasian","Skin","Malignant_Melanoma",11.2,"Melanoma",131.5867088,12.8366838786109,113.166026334061,25.4883376374982,114.054111721414,100.228341704682,2.99778894918718,2.93630797098248,23.8935369054348,0.616400724600925,1.65295401609893
"G401_SOFT_TISSUE","Male",0.25,"Caucasian","Soft_Tissue","Rhabdoid_Tumour",4.46666666667,"Rhabdoid Cancer",90.26965062,4.7814076949541,133.831293097365,41.7541563652329,4.50692453673751,234.214883610394,3.25081261346359,12.4301627654195,59.7622983645205,4.04836866011037,1.0004250903253
"G402_SOFT_TISSUE","Female",0.75,"Caucasian","Soft_Tissue","Rhabdoid_Tumour",9.03333333333,"Soft Tissue Sarcoma",97.12610232,1.64450758667655,234.129176648323,148.484711488004,8.97079230063481,477.048422303872,9.2727593519135,0.78275619844616,83.0428716212151,0.902361556989156,16.9032853086851
"GA10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","Male",41,"Caucasian","Haematopoietic_And_Lymphoid_Tissue","Lymphoid_Neoplasm",7.5,"Mature B-Cell Neoplasms",91.70436082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GAK_SKIN",NA,NA,NA,"Na","",10.3333333333,"Melanoma",NA,54.4564336813794,134.770455283334,94.8589451200319,134.875886997794,158.727675323451,55.7680988107168,13.1549748148785,58.3679536294519,19.2890774408205,9.65839031228156
"GAMG_CENTRAL_NERVOUS_SYSTEM","Female",42,"Caucasian","Central_Nervous_System","Glioma",6.13333333333,"Glioma",74.35849532,12.1391042754816,147.634703043215,70.2632568486666,3.46556264857258,153.534147258914,3.77448141592683,14.8664500555905,36.7756153800709,0.384466353891217,0.76097026155374
"GB1_CENTRAL_NERVOUS_SYSTEM","Male",35,"Asian","Central_Nervous_System","Glioma",15.8333333333,"Glioma",165.5943803,65.699807795551,205.117092704633,151.368460457697,10.5254170133032,65.5566071037123,10.2545037569249,3.55536240359856,106.746087459095,12.2785642729469,1.39062182051692
"GCIY_STOMACH","Female",NA,"Asian","Stomach","Carcinoma",8.66666666667,"Esophagogastric Cancer",88.66578456,38.8337999443581,98.9661626206614,39.0982613792953,11.5035996565074,291.139635744343,1.3583028281923,18.6446454942243,98.0941763122217,19.8290096643264,48.2624101550791
"GCT_SOFT_TISSUE","Male",29,"Caucasian","Soft_Tissue","Malignant_Fibrous_Histiocytoma-Pleomorphic_Sarcoma",23.8666666667,"Soft Tissue Sarcoma",179.4906831,73.8788803326273,113.887030893801,114.292162626183,37.6070299622199,165.912742074425,48.8483206396896,11.4292173254674,58.4554543456626,1.31225495880492,65.7615946501509
"GDM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","Female",66,"Caucasian","Haematopoietic_And_Lymphoid_Tissue","Haematopoietic_Neoplasm",4.33333333333,"Leukemia",83.72081463,0.358844906198461,98.6406057642955,60.925877356093,0.724322893877485,0.15769271206498,0.122358257569229,0.193389884663772,3.01516332643351,0.26377204888967,0.0650744682158785
"GEO_LARGE_INTESTINE",NA,NA,NA,"Na","",11.1333333333,"Colorectal Cancer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GI1_CENTRAL_NERVOUS_SYSTEM","Male",61,"Asian","Central_Nervous_System","Glioma",14.7333333333,"Glioma",189.8293645,18.2744882041716,104.884317006758,81.58129436757,6.80869859606695,205.894108454743,7.49154461575315,10.1900525068144,25.9313328479078,0.515177900553705,1.30834240984062
"GIMEN_AUTONOMIC_GANGLIA",NA,NA,NA,"Na","",14.8666666667,"Peripheral Nervous System",NA,24.1952177500452,157.315760666413,61.2085569996464,4.96699485356873,387.189020943841,4.64743288773351,5.83456084094276,44.498167119585,0.138961272469395,2.05849060867545
"GMEL_SKIN",NA,NA,NA,"Na","",17.3,"Melanoma",NA,17.3429832333429,122.906266023033,26.6562594711818,11.8704842035375,210.600084303223,2.53092285233988,9.71109455052205,33.0594679897721,1.5144388889087,3.34878636133787
"GMS10_CENTRAL_NERVOUS_SYSTEM","Male",49,"Caucasian","Central_Nervous_System","Glioma",4.86666666667,"Glioma",81.82765444,144.987712869645,144.496169709432,144.895530001519,10.0363650309704,249.053815594948,65.2353173874622,14.2965464341974,41.6308716910835,0.739274484549945,46.1792701804482
"GOTO_AUTONOMIC_GANGLIA",NA,NA,NA,"Na","",9.6,"Peripheral Nervous System",NA,33.9557090365026,189.522736716887,111.463145206896,126.851485923858,173.562367213106,15.7482775911592,18.0925635453473,74.0927732088472,1.8435498881962,15.2699065596355
"GP5D_LARGE_INTESTINE",NA,NA,NA,"Na","",165.2,"Colorectal Cancer",NA,4.38944150861609,73.9530919764926,30.4362703241872,7.755125658164,144.649706155085,1.25559052529615,2.18564504481832,50.7616424757003,0.478815946842391,4.54463765236894
"GRANTA519_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","Female",58,"Caucasian","Haematopoietic_And_Lymphoid_Tissue","Lymphoid_Neoplasm",5,"Mature B-Cell Neoplasms",73.86512393,2.3781502984668,91.0695044366826,79.1926902707707,14.2446870699913,72.9053482120074,7.04507647141975,8.02268376547462,53.0631121287333,0.31123096179428,0.587572873885535
"GRST_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,NA,NA,"Na","",97.5666666667,"B-Lymphoblastic Leukemia/Lymphoma",NA,4.87441940038386,199.772855774386,31.7628383154242,6.9096846501391,214.387044371692,3.23653398665385,4.96491411866949,72.1875793545992,0.134537676027866,0.567912455375466
"H2369_PLEURA",NA,NA,NA,"Na","",5.03333333333,"Mesothelioma",NA,76.5525933968915,160.707991368818,131.810989669526,62.8483071557698,222.078072949482,19.9553644115459,15.8420690547617,82.4426582363809,14.8694385123815,32.7023519371422
"H290_PLEURA",NA,NA,NA,"Na","",5.46666666667,"Mesothelioma",NA,90.4227594917418,93.4468663094408,107.767055051614,8.38673255958902,16.2913126585033,16.6212666679844,2.65047534663277,27.850418689651,23.1091120318037,5.18470009955493
"H3118_UPPER_AERODIGESTIVE_TRACT",NA,NA,NA,"Na","",4.56666666667,"Salivary Gland Cancer",NA,9.98593896497145,155.396979374484,19.4779099429154,16.1504029528779,281.616720698054,0.0637468823788889,13.5123759157508,65.0089530733233,0.581950433898678,1.30290710183182
"H4_CENTRAL_NERVOUS_SYSTEM","Male",37,"Caucasian","Central_Nervous_System","Glioma",10.5,"Glioma",108.47913,21.8878787092943,124.530915207575,114.222694111875,7.83449171453234,245.16611470558,4.14910230999723,12.1358271597577,60.0574737760657,12.3954193858815,5.10743335925777
"H9_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,NA,NA,"Na","",10.9333333333,"Non-Hodgkin Lymphoma",NA,37.5203705441711,46.6430064160427,29.0897826255803,24.9706715948682,47.101224567765,3.86668673686781,7.42394064176483,31.2148829903639,0.230179693271956,41.8959012522002
"HA7RCC_KIDNEY",NA,NA,NA,"Na","",5.43333333333,"Renal Cell Carcinoma",NA,17.7985323206062,171.198893416828,84.511701156401,12.0429930357959,239.686063901887,5.61745098709182,17.7570034736833,89.7140150096524,6.55062850496325,1.52979386871826
"HAL01_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,NA,NA,"Na","",6.63333333333,"B-Lymphoblastic Leukemia/Lymphoma",NA,0.839975125569917,84.7186697968872,81.5173596984509,0.481086110976621,169.345160170838,0.159567858833863,1.15807251721389,29.8983411821568,15.8670241059271,0.0203974782697658
"HARA_LUNG","Male",57,"Asian","Lung","Carcinoma",28.2333333333,"Non-Small Cell Lung Cancer",233.5534525,3.05573758856111,82.9908200605782,29.1625397383792,8.5503737889593,321.578923893416,1.2886549500105,19.3185157249042,26.3077875522058,0.171774449988495,0.792534691044595
"HC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,NA,NA,"Na","",4.93333333333,"Mature B-Cell Neoplasms",NA,1.65634936017159,17.1664002592067,117.516294433574,3.9507245797431,229.973250503298,0.271612462189528,1.94271212624964,20.9302817938329,0.0933267969137865,0.335917730063944
"HCC1143_BREAST","Female",52,"Caucasian","Breast","Carcinoma",8.06666666667,"Breast Cancer",113.6520826,15.4688759197114,346.744084774609,70.4604105777398,6.3919027882375,663.422472051909,3.26519015022865,31.2343359214258,129.346907455415,0.26956519687149,3.11589365894012
"HCC1187_BREAST","Female",41,"Caucasian","Breast","Carcinoma",7.1,"Breast Cancer",82.86196811,4.79329947514475,101.189803920111,42.8452162769181,1.35389280198416,94.9221422197801,2.5373392687572,7.09345125526767,63.2340549389969,0.085327882684652,0.548351924589003
"HCC1395_BREAST","Female",43,"Caucasian","Breast","Carcinoma",15.5333333333,"Breast Cancer",131.1519698,16.9710847698624,81.5177672862684,208.479976363261,99.5395447617782,517.795822759881,35.0503640493956,23.4419229861007,98.5999742053965,16.26331568503,24.140887990073
"HCC1419_BREAST","Female",42,"Caucasian","Breast","Carcinoma",7.93333333333,"Breast Cancer",95.68871956,3.7720929252276,447.077071851345,3.88048443413479,35.2622857341308,493.203072009246,0.536987211214434,4.04703696589691,162.593301487291,0.896676615287268,2.45571509526655
"HCC1428_BREAST","Female",49,"Caucasian","Breast","Carcinoma",11.8333333333,"Breast Cancer",102.3734306,13.5427317337954,87.5809930425604,115.49878379581,14.2248011357138,436.13158575226,21.9925113009657,3.72157512735675,111.688975075528,0.495550506516493,19.5228778312922
"HCC15_LUNG","Male",47,"African_american","Lung","Carcinoma",27.6,"Non-Small Cell Lung Cancer",264.6207321,20.8067405684466,250.661143216902,175.06774267163,23.7460452303885,486.872849660446,18.3602866901069,21.5561465797625,132.794922217858,1.8319830243051,12.8064378305812
"HCC1500_BREAST","Female",32,"African_american","Breast","Carcinoma",7.26666666667,"Breast Cancer",89.26905347,14.1411784700823,164.521621622039,70.4985399729338,7.41264258582087,325.597839934963,5.69712123061128,8.50663970220527,6.73033554155521,0.129583476413731,0.701709344407375
"HCC1569_BREAST","Female",70,"African_american","Breast","Carcinoma",72.9,"Breast Cancer",486.8665091,1.44471200904181,233.159553923996,63.7081182810493,7.28129695863668,356.428265210116,2.91909897950379,1.80099267679982,79.4305456347385,0.203694694855233,0.592762776292898
"HCC1599_BREAST","Female",44,"Caucasian","Breast","Carcinoma",12.2,"Breast Cancer",78.58675429,1.57637514613958,40.6739972473105,114.938936455952,2.09581185794691,283.431933254455,0.623904479534102,7.92304023323001,65.8063935484012,0.0995265337015973,1.02824143663763
"HCC1806_BREAST","Female",60,"African_american","Breast","Carcinoma",9.76666666667,"Breast Cancer",134.9305217,12.8420892602768,63.5229336157835,82.8962644326574,11.1935979134897,211.407172197264,1.42476088551203,10.7555833377689,54.4449990309866,0.184763804879407,6.61726405645555
"HCC1937_BREAST","Female",24,"Caucasian","Breast","Carcinoma",9.36666666667,"Breast Cancer",82.85897134,6.50112994834237,142.953871314488,140.684528898916,16.323340237352,449.14644828172,3.73245054309318,8.97662521112077,116.589940895274,0.270491122523837,2.77703552270961
"HCC1954_BREAST","Female",61,"Caucasian","Breast","Carcinoma",11.0666666667,"Breast Cancer",198.1647591,3.35512490755378,193.013280998292,10.2040326499996,6.39679446469819,253.126914173722,1.02805431372487,9.22903045313438,105.748010023008,0.345682346262035,0.619445844384299
"HCC202_BREAST","Female",82,"Caucasian","Breast","Carcinoma",16.1333333333,"Breast Cancer",159.6353575,4.35442252041477,NA,NA,1.9087221753029,NA,NA,NA,164.177637972446,NA,0.57475868760666
"HCC2157_BREAST","Female",48,"African_american","Breast","Carcinoma",13.2333333333,"Breast Cancer",173.1865428,13.4639130647338,176.719371034871,119.004939422237,62.2791687565174,68.1132662761188,82.9166594221887,0.214735336966407,49.6912568939251,0.027473537783486,4.31027626211506
"HCC2218_BREAST","Female",38,"Caucasian","Breast","Carcinoma",12.6666666667,"Breast Cancer",168.9209571,1.32019968279224,48.901447633515,0.159154794506397,15.0434247192915,63.5946915075434,NA,11.2789369544261,138.857746136484,0.0993364207750347,1.29408127082619
"HCC2998_LARGE_INTESTINE",NA,NA,NA,"Na","",233.433333333,"Colorectal Cancer",NA,21.6395141013652,46.8500464431574,132.432754051012,119.799917855403,259.191196556774,10.1198111235063,13.3700215108251,67.3531720673204,0.442164187919317,7.21284165098733
"HCC33_LUNG","Male",52,"Caucasian","Lung","Carcinoma",13.6,"Small Cell Lung Cancer",126.7459796,18.2514220948839,106.211352451335,48.3822010893693,13.5600232891539,140.572026282844,5.42596085569265,15.1633449649215,50.1073147285826,0.197723240764796,7.47322774353268
"HCC38_BREAST","Female",50,"Caucasian","Breast","Carcinoma",10.4666666667,"Breast Cancer",96.75975762,12.3439985796888,102.363786234217,104.006146670932,21.2803050621917,300.363677861129,4.23384684750453,10.6106795644012,83.7648107628913,0.39526019872486,4.52258168483331
"HCC44_LUNG","Female",54,"Caucasian","Lung","Carcinoma",15.6,"Non-Small Cell Lung Cancer",142.2243369,6.35351370983565,81.9753014447042,81.0375801865556,1.67975676467238,134.706319812073,5.03859866115293,10.0922721770504,23.2507641927829,0.290093788403173,4.30161270473702
"HCC56_LARGE_INTESTINE",NA,NA,"Asian","Large_Intestine","Carcinoma",12.9666666667,"Colorectal Cancer",139.4057997,2.3450201626353,132.282660427087,10.9713463836863,5.08054734060509,283.796944987221,1.47446911062023,0.826926056239563,81.189099861661,1.310516061873,3.90655534590792
"HCC70_BREAST","Female",49,"African_american","Breast","Carcinoma",8.76666666667,"Breast Cancer",131.4398136,1.39409017751702,120.478703154045,129.102543572287,57.6881627026306,268.105886135257,21.097952545174,10.1937827486245,71.3369196102466,0.0768147192723766,0.888581418217908
"HCC78_LUNG","Male",65,"Caucasian","Lung","Carcinoma",11.1333333333,"Non-Small Cell Lung Cancer",101.6889757,8.17362903026691,199.928139603277,90.5433734014554,2.59336691845659,140.691985376543,3.05332145583502,13.2150852627117,84.7501062544842,0.416140639555946,0.676887631435804
"HCC827_LUNG","Female",39,"Caucasian","Lung","Carcinoma",7.13333333333,"Non-Small Cell Lung Cancer",82.92654033,35.1907055196467,201.466476939456,23.5405154885158,69.5865290169232,300.336646346558,0.0355094294308677,17.3034343648323,63.4170656809157,0.742760223756292,1.94722834510771
"HCE4_OESOPHAGUS",NA,NA,NA,"Na","",11,"Esophagogastric Cancer",NA,20.9524587028534,89.7072867108411,54.7152793278787,89.7308828299996,101.779834998399,25.736005406189,8.54346787730185,41.7246466096104,10.5308495299508,6.99084894339082
"HCT116_LARGE_INTESTINE","Male",NA,"Caucasian","Large_Intestine","Carcinoma",106.5,"Colorectal Cancer",726.558281,13.4179719679394,83.8006697751791,60.3698012134881,0.799193647702162,147.258714140046,0.873858338989149,10.1958930800652,50.9899727169377,0.231726843430743,3.80177856250894
"HCT15_LARGE_INTESTINE","Male",NA,"Caucasian","Large_Intestine","Carcinoma",259.666666667,"Colorectal Cancer",2069.977291,24.5399892200033,183.760448672484,76.3645818246937,36.5471424062576,231.908059995826,3.16776724307039,10.6018975579743,90.9045450060474,44.1450145522451,2.50222165688203
"HDLM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","Male",74,"Caucasian","Haematopoietic_And_Lymphoid_Tissue","Lymphoid_Neoplasm",9.76666666667,"Hodgkin Lymphoma",NA,5.32198311568643,125.939672170975,140.298598815686,8.49726205133893,172.766504865999,54.7355277269529,14.250799351735,0.639107888029162,1.20214925425796,3.73980323844111
"HDMYZ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,29,"Caucasian","Haematopoietic_And_Lymphoid_Tissue","Lymphoid_Neoplasm",7.83333333333,"Hodgkin Lymphoma",105.1129182,3.72521288301046,120.418719696995,41.3875867949196,3.08679396345578,171.951592801158,0.967474704151352,1.02907464960701,57.3719782312333,0.144833133889976,1.42743481820088
"HDQP1_BREAST","Female",50,"Caucasian","Breast","Carcinoma",12.6666666667,"Breast Cancer",148.6957261,92.6393502415598,254.962378760085,193.58796332469,60.9851260991075,429.966371579363,16.5113165940353,25.4197136259607,101.415607557712,7.5101992746657,4.46338746927555
"HEC1_ENDOMETRIUM",NA,NA,NA,"Na","",122.733333333,"Endometrial Cancer",NA,51.8358502681375,138.997646314762,117.900847993692,12.6877378065532,165.137424003001,27.913850518517,11.6608141188656,70.3658457608219,19.3483278553974,11.9876985121316
"HEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","Male",30,"Caucasian","Haematopoietic_And_Lymphoid_Tissue","Haematopoietic_Neoplasm",7.03333333333,"Leukemia",98.18537713,5.57996218785395,15.4620556494109,24.0522127847203,0.419090664253802,138.803740977922,0.0860640063215086,2.79193247657538,0.660780213813396,1.95318036417798,1.54385571746743
"HELA_CERVIX",NA,NA,NA,"Na","",8.83333333333,"Cervical Cancer, NOS",NA,39.9793071896942,103.368264992485,67.8241956989546,7.08494421900396,227.112161732408,18.6291023422774,8.16544315578659,54.0769482578953,10.1919989927267,13.4367031007622
"HEMCSS_BONE",NA,NA,NA,"Na","",8.1,"Bone Cancer",NA,29.8846807618803,207.864411634141,153.60033473876,16.9657057886039,382.937197293436,15.3974513658557,8.28308099474962,60.7345057313353,1.82544172711181,2.93901061734248
"HEP3B217_LIVER","Male",8,"African_american","Liver","Carcinoma",8.8,"Hepatobiliary Cancer",135.4595398,133.914160312549,129.976023652066,57.8475441090753,89.1085242058502,140.122494392302,37.6865399424845,13.2659022153032,62.3687282551088,12.3572013698045,7.78529735152738
"HEY_OVARY",NA,NA,NA,"Na","",7.53333333333,"Ovarian Cancer",NA,20.7226436802929,111.544766098789,102.173566550967,7.97234756803795,174.006734066978,3.14759918893066,11.0226803488653,56.5509499030895,0.701252680284465,2.9780389100225
"HGC27_STOMACH",NA,NA,"Asian","Stomach","Carcinoma",23.1,"Esophagogastric Cancer",247.1007226,1.03593976473574,75.8394040556587,33.3255376677288,3.62688081764732,93.585457235822,8.81891635301029,1.81333193307834,38.6679851281989,0.398812459063323,0.449636410263273
"HH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","Male",61,"Caucasian","Haematopoietic_And_Lymphoid_Tissue","Lymphoid_Neoplasm",7.43333333333,"Mature T and NK Neoplasms",79.63113609,0.386480447828543,79.5091413035231,167.700055537358,2.09727524528653,230.183081776274,2.36162513836444,6.22226507233198,126.807602901929,0.114263739298047,0.052836713418707
"HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","Female",35,"Caucasian","Haematopoietic_And_Lymphoid_Tissue","Haematopoietic_Neoplasm",4.76666666667,"Leukemia",81.13367296,7.25485572606577,35.8501947719433,93.5014552177753,4.77600297979365,152.846629948866,1.54984046526738,4.53835676273201,23.8923183661257,0.129361043126156,0.379887166734536
